"","Plate.ID","Time","Treatment","Count.per.Frame","Count.per.ml","Spiral.Stop","Dilution.Factor","Flags","Time.1","Date","User","Count_per_fly","ln_count","Block"
"1","Plate 14",0,"I120M",239,22600,"3A","1 in 1","","8:49 AM","6/29/22","P3Admin",11300,9.33264649636015,"B1"
"2","Plate 13",0,"I120M",205,11200,"4C","1 in 1","","8:49 AM","6/29/22","P3Admin",5600,8.63070043220983,"B1"
"3","Plate 12",0,"I120M",195,10700,"4C","1 in 1","","8:49 AM","6/29/22","P3Admin",5350,8.5850387383113,"B1"
"4","Plate 11",0,"I120M",267,48700,"3B","1 in 1","","8:48 AM","6/29/22","P3Admin",24350,10.1003281954293,"B1"
"5","Plate 10",0,"I120M",185,3700,"4A","1 in 1","","8:48 AM","6/29/22","P3Admin",1850,7.5234813125735,"B1"
"6","Plate 9",0,"I120M",193,18300,"3A","1 in 1","","8:47 AM","6/29/22","P3Admin",9150,9.12161844191538,"B1"
"7","Plate 8",0,"I120M",38,760,"W","1 in 1","M ","8:47 AM","6/29/22","P3Admin",380,5.9427993751267,"B1"
"8","Plate 7",0,"I120M",165,3300,"4A","1 in 1","","8:46 AM","6/29/22","P3Admin",1650,7.40913644392013,"B1"
"9","Plate 6",0,"I120M",6,120,"W","1 in 1","M ","8:45 AM","6/29/22","P3Admin",60,4.11087386417331,"B1"
"10","Plate 3",0,"I120M",133,2660,"W","1 in 1","","8:45 AM","6/29/22","P3Admin",1330,7.19368581839511,"B1"
"11","Plate 5",0,"I120M",187,6230,"4B","1 in 1","","8:45 AM","6/29/22","P3Admin",3115,8.04430540699064,"B1"
"12","Plate 4",0,"I120M",351,163000,"3C","1 in 1","","8:44 AM","6/29/22","P3Admin",81500,11.3083705690923,"B1"
"13","Plate 2",0,"I120M",92,1840,"W","1 in 1","","8:42 AM","6/29/22","P3Admin",920,6.82546003625531,"B1"
"14","Plate 1",0,"I120M",13,260,"W","1 in 1","M ","8:42 AM","6/29/22","P3Admin",130,4.87519732320115,"B1"
"15","M14",24,"Mated",171,16200,"3A","1 in 1","","11:02 AM","6/30/22","P3Admin",8100,8.99974278983049,"B1"
"16","M13",24,"Mated",162,29600,"3B","1 in 1","","11:01 AM","6/30/22","P3Admin",14800,9.60245002503719,"B1"
"17","M12",24,"Mated",107,2140,"W","1 in 1","","11:01 AM","6/30/22","P3Admin",1070,6.97634807044775,"B1"
"18","M11",24,"Mated",290,134000,"3C","1 in 1","","11:01 AM","6/30/22","P3Admin",67000,11.1124628236349,"B1"
"19","M10",24,"Mated",56,1120,"W","1 in 1","","11:00 AM","6/30/22","P3Admin",560,6.3297209055227,"B1"
"20","M9",24,"Mated",178,9740,"4C","1 in 1","","11:00 AM","6/30/22","P3Admin",4870,8.49105453380654,"B1"
"21","M8",24,"Mated",261,24700,"3A","1 in 1","","10:59 AM","6/30/22","P3Admin",12350,9.42149231043801,"B1"
"22","M7",24,"Mated",242,22900,"3A","1 in 1","","10:59 AM","6/30/22","P3Admin",11450,9.34583234141334,"B1"
"23","M6",24,"Mated",199,3980,"4A","1 in 1","","10:59 AM","6/30/22","P3Admin",1990,7.5963923040642,"B1"
"24","M5",24,"Mated",208,38000,"3B","1 in 1","","10:58 AM","6/30/22","P3Admin",19000,9.85224688834253,"B1"
"25","M4",24,"Mated",161,29400,"3B","1 in 1","","10:58 AM","6/30/22","P3Admin",14700,9.59567079766397,"B1"
"26","M3",24,"Mated",230,106000,"3C","1 in 1","","10:58 AM","6/30/22","P3Admin",53000,10.8780660602808,"B1"
"27","M2",24,"Mated",25,500,"W","1 in 1","M ","10:57 AM","6/30/22","P3Admin",250,5.52545293913178,"B1"
"28","M1",24,"Mated",74,1480,"W","1 in 1","","10:57 AM","6/30/22","P3Admin",740,6.60800062529609,"B1"
"29","v14",24,"Unmated",147,2940,"W","1 in 1","","10:56 AM","6/30/22","P3Admin",1470,7.29369772060144,"B1"
"30","v13",24,"Unmated",169,9250,"4C","1 in 1","","10:56 AM","6/30/22","P3Admin",4625,8.43944784279138,"B1"
"31","v12",24,"Unmated",176,16700,"3A","1 in 1","","10:56 AM","6/30/22","P3Admin",8350,9.03013657115323,"B1"
"32","v11",24,"Unmated",306,142000,"3C","1 in 1","","10:55 AM","6/30/22","P3Admin",71000,11.1704492404313,"B1"
"33","v10",24,"Unmated",273,25900,"3A","1 in 1","","10:54 AM","6/30/22","P3Admin",12950,9.46892828422359,"B1"
"34","v9",24,"Unmated",224,7470,"4B","1 in 1","","10:54 AM","6/30/22","P3Admin",3735,8.22577079934873,"B1"
"35","v8",24,"Unmated",0,0,"","1 in 1","T","10:54 AM","6/30/22","P3Admin",0,0,"B1"
"36","v7",24,"Unmated",258,47100,"3B","1 in 1","","10:54 AM","6/30/22","P3Admin",23550,10.0669235613881,"B1"
"37","v6",24,"Unmated",96,1920,"W","1 in 1","","10:53 AM","6/30/22","P3Admin",960,6.86797440897029,"B1"
"38","v5",24,"Unmated",178,9740,"4C","1 in 1","","10:53 AM","6/30/22","P3Admin",4870,8.49105453380654,"B1"
"39","v4",24,"Unmated",230,42000,"3B","1 in 1","","10:53 AM","6/30/22","P3Admin",21000,9.95232533461943,"B1"
"40","v3",24,"Unmated",190,10400,"4C","1 in 1","","10:52 AM","6/30/22","P3Admin",5200,8.55660619377307,"B1"
"41","v2",24,"Unmated",185,17500,"3A","1 in 1","","10:52 AM","6/30/22","P3Admin",8750,9.07692325853583,"B1"
"42","v1",24,"Unmated",40,800,"W","1 in 1","","10:51 AM","6/30/22","P3Admin",400,5.99396142730657,"B1"
"43","M1",48,"Mated",0,0,"","1 in 1","T","8:59 AM","7/1/22","P3Admin",0,0,"B1"
"44","M2",48,"Mated",64,1280,"W","1 in 1","","8:59 AM","7/1/22","P3Admin",640,6.46302945692067,"B1"
"45","M3",48,"Mated",62,1240,"W","1 in 1","","8:59 AM","7/1/22","P3Admin",620,6.43133108193348,"B1"
"46","M4",48,"Mated",0,0,"","1 in 1","T","8:59 AM","7/1/22","P3Admin",0,0,"B1"
"47","M5",48,"Mated",104,2080,"W","1 in 1","","8:59 AM","7/1/22","P3Admin",1040,6.94793706861497,"B1"
"48","M6",48,"Mated",23,460,"W","1 in 1","M ","8:58 AM","7/1/22","P3Admin",230,5.44241771052179,"B1"
"49","M7",48,"Mated",133,2660,"W","1 in 1","","8:58 AM","7/1/22","P3Admin",1330,7.19368581839511,"B1"
"50","M8",48,"Mated",200,10900,"4C","1 in 1","","8:57 AM","7/1/22","P3Admin",5450,8.60355435706428,"B1"
"51","M9",48,"Mated",133,2660,"W","1 in 1","","8:57 AM","7/1/22","P3Admin",1330,7.19368581839511,"B1"
"52","M10",48,"Mated",109,2180,"W","1 in 1","","8:57 AM","7/1/22","P3Admin",1090,6.99484998583307,"B1"
"53","M11",48,"Mated",176,3520,"4A","1 in 1","","8:56 AM","7/1/22","P3Admin",1760,7.47363710849621,"B1"
"54","M12",48,"Mated",10,200,"W","1 in 1","M ","8:56 AM","7/1/22","P3Admin",100,4.61512051684126,"B1"
"55","M13",48,"Mated",23,460,"W","1 in 1","M E ","8:55 AM","7/1/22","P3Admin",230,5.44241771052179,"B1"
"56","M14",48,"Mated",225,21300,"3A","1 in 1","","8:55 AM","7/1/22","P3Admin",10650,9.27340906344317,"B1"
"57","V1",48,"Unmated",170,78700,"3C","1 in 1","","8:54 AM","7/1/22","P3Admin",39350,10.5802766664833,"B1"
"58","V2",48,"Unmated",168,15900,"3A","1 in 1","","8:54 AM","7/1/22","P3Admin",7950,8.98105298590148,"B1"
"59","V3",48,"Unmated",250,23700,"3A","1 in 1","","8:53 AM","7/1/22","P3Admin",11850,9.38016753118845,"B1"
"60","V4",48,"Unmated",350,63900,"3B","1 in 1","","8:53 AM","7/1/22","P3Admin",31950,10.3719587582204,"B1"
"61","V5",48,"Unmated",192,35000,"3B","1 in 1","","8:53 AM","7/1/22","P3Admin",17500,9.77001330113616,"B1"
"62","V6",48,"Unmated",204,11200,"4C","1 in 1","","8:52 AM","7/1/22","P3Admin",5600,8.63070043220983,"B1"
"63","V7",48,"Unmated",26,520,"W","1 in 1","M ","8:52 AM","7/1/22","P3Admin",260,5.56452040732269,"B1"
"64","V8",48,"Unmated",21,420,"W","1 in 1","M ","8:51 AM","7/1/22","P3Admin",210,5.35185813347607,"B1"
"65","V9",48,"Unmated",206,19500,"3A","1 in 1","","8:51 AM","7/1/22","P3Admin",9750,9.18512512283512,"B1"
"66","V10",48,"Unmated",20,400,"W","1 in 1","M ","8:50 AM","7/1/22","P3Admin",200,5.30330490805908,"B1"
"67","V11",48,"Unmated",375,68400,"3B","1 in 1","","8:50 AM","7/1/22","P3Admin",34200,10.4400101623893,"B1"
"68","V12",48,"Unmated",272,126000,"3C","1 in 1","","8:49 AM","7/1/22","P3Admin",63000,11.0509058782636,"B1"
"69","V13",48,"Unmated",254,13900,"4C","1 in 1","","8:49 AM","7/1/22","P3Admin",6950,8.84664081310049,"B1"
"70","V14",48,"Unmated",0,0,"W","1 in 1","M ","8:48 AM","7/1/22","P3Admin",0,0,"B1"
"73","M1",72,"Mated",1,20,"W","1 in 1","M ","9:59 AM","7/2/22","P3Admin",10,2.39789527279837,"B1"
"74","M2",72,"Mated",218,101000,"3C","1 in 1","","9:59 AM","7/2/22","P3Admin",50500,10.8297484170476,"B1"
"75","M3",72,"Mated",124,2480,"W","1 in 1","","9:58 AM","7/2/22","P3Admin",1240,7.12367278520461,"B1"
"76","M4",72,"Mated",4,80,"W","1 in 1","M ","9:58 AM","7/2/22","P3Admin",40,3.71357206670431,"B1"
"77","M5",72,"Mated",138,2760,"W","1 in 1","","9:58 AM","7/2/22","P3Admin",1380,7.23056315340929,"B1"
"78","M6",72,"Mated",12,240,"W","1 in 1","M ","9:57 AM","7/2/22","P3Admin",120,4.79579054559674,"B1"
"79","M7",72,"Mated",5,100,"W","1 in 1","M ","9:57 AM","7/2/22","P3Admin",50,3.93182563272433,"B1"
"80","M8",72,"Mated",8,160,"W","1 in 1","M ","9:56 AM","7/2/22","P3Admin",80,4.39444915467244,"B1"
"81","M9",72,"Mated",5,100,"W","1 in 1","M E ","9:56 AM","7/2/22","P3Admin",50,3.93182563272433,"B1"
"82","M10",72,"Mated",326,59500,"3B","1 in 1","","9:56 AM","7/2/22","P3Admin",29750,10.3006180238542,"B1"
"83","M11",72,"Mated",0,0,"","1 in 1","T","9:56 AM","7/2/22","P3Admin",0,0,"B1"
"84","M12",72,"Mated",295,53800,"3B","1 in 1","","9:55 AM","7/2/22","P3Admin",26900,10.1999187396202,"B1"
"85","M13",72,"Mated",227,21500,"3A","1 in 1","","9:55 AM","7/2/22","P3Admin",10750,9.28275405248523,"B1"
"86","M14",72,"Mated",0,0,"W","1 in 1","M ","9:55 AM","7/2/22","P3Admin",0,0,"B1"
"87","M15",72,"Mated",206,37600,"3B","1 in 1","","9:54 AM","7/2/22","P3Admin",18800,9.84166533889278,"B1"
"88","V1",72,"Unmated",32,640,"W","1 in 1","","9:53 AM","7/2/22","P3Admin",320,5.77144112313002,"B1"
"89","V2",72,"Unmated",18,360,"W","1 in 1","M ","9:53 AM","7/2/22","P3Admin",180,5.19849703126583,"B1"
"90","V3",72,"Unmated",243,23000,"3A","1 in 1","","9:52 AM","7/2/22","P3Admin",11500,9.35018926709258,"B1"
"91","V4",72,"Unmated",57,1140,"W","1 in 1","","9:52 AM","7/2/22","P3Admin",570,6.34738920965601,"B1"
"92","V5",72,"Unmated",163,5430,"4B","1 in 1","","9:52 AM","7/2/22","P3Admin",2715,7.90691548867859,"B1"
"93","V6",72,"Unmated",9,180,"W","1 in 1","M ","9:51 AM","7/2/22","P3Admin",90,4.51085950651685,"B1"
"94","V7",72,"Unmated",11,220,"W","1 in 1","M ","9:51 AM","7/2/22","P3Admin",110,4.70953020131233,"B1"
"95","V8",72,"Unmated",260,24600,"3A","1 in 1","","9:51 AM","7/2/22","P3Admin",12300,9.41743583886879,"B1"
"96","V9",72,"Unmated",209,96800,"3C","1 in 1","","9:50 AM","7/2/22","P3Admin",48400,10.7872757536483,"B1"
"97","V10",72,"Unmated",305,28900,"3A","1 in 1","","9:50 AM","7/2/22","P3Admin",14450,9.57851889529833,"B1"
"98","V11",72,"Unmated",46,920,"W","1 in 1","","9:49 AM","7/2/22","P3Admin",460,6.13339804299665,"B1"
"99","V12",72,"Unmated",228,12500,"4C","1 in 1","","9:49 AM","7/2/22","P3Admin",6250,8.74049672993181,"B1"
"100","V13",72,"Unmated",181,83800,"3C","1 in 1","","9:49 AM","7/2/22","P3Admin",41900,10.6430649719739,"B1"
"102","V1",96,"Unmated",0,0,"","1 in 1","T","8:49 AM","7/3/22","P3Admin",0,0,"B1"
"103","V2",96,"Unmated",59,1180,"W","1 in 1","","8:49 AM","7/3/22","P3Admin",590,6.3818160174061,"B1"
"104","V3",96,"Unmated",118,2360,"W","1 in 1","","8:49 AM","7/3/22","P3Admin",1180,7.07411681619736,"B1"
"105","V4",96,"Unmated",236,22300,"3A","1 in 1","","8:49 AM","7/3/22","P3Admin",11150,9.31928445896536,"B1"
"106","V5",96,"Unmated",231,21900,"3A","1 in 1","","8:49 AM","7/3/22","P3Admin",10950,9.30118605527576,"B1"
"107","V6",96,"Unmated",171,3420,"4A","1 in 1","","8:48 AM","7/3/22","P3Admin",1710,7.44483327389219,"B1"
"108","V7",96,"Unmated",18,360,"W","1 in 1","M ","8:48 AM","7/3/22","P3Admin",180,5.19849703126583,"B1"
"109","V8",96,"Unmated",32,640,"W","1 in 1","M ","8:47 AM","7/3/22","P3Admin",320,5.77144112313002,"B1"
"110","V9",96,"Unmated",191,3820,"4A","1 in 1","","8:47 AM","7/3/22","P3Admin",1910,7.55538194424027,"B1"
"111","V10",96,"Unmated",278,26300,"3A","1 in 1","","8:46 AM","7/3/22","P3Admin",13150,9.48425308034196,"B1"
"112","V12",96,"Unmated",288,27300,"3A","1 in 1","","8:46 AM","7/3/22","P3Admin",13650,9.52156805800298,"B1"
"113","V13",96,"Unmated",234,42700,"3B","1 in 1","","8:46 AM","7/3/22","P3Admin",21350,9.96885385596738,"B1"
"114","V14",96,"Unmated",130,2600,"W","1 in 1","","8:45 AM","7/3/22","P3Admin",1300,7.1708884785125,"B1"
"115","M1",96,"Mated",395,183000,"3C","1 in 1","","8:45 AM","7/3/22","P3Admin",91500,11.4241051801656,"B1"
"116","M2",96,"Mated",60,1200,"W","1 in 1","","8:44 AM","7/3/22","P3Admin",600,6.39859493453521,"B1"
"117","M3",96,"Mated",65,1300,"W","1 in 1","","8:44 AM","7/3/22","P3Admin",650,6.47850964220857,"B1"
"118","M4",96,"Mated",23,460,"W","1 in 1","M ","8:43 AM","7/3/22","P3Admin",230,5.44241771052179,"B1"
"119","M5",96,"Mated",200,6670,"4B","1 in 1","","8:43 AM","7/3/22","P3Admin",3335,8.11252776347864,"B1"
"120","M6",96,"Mated",180,17000,"3A","1 in 1","","8:43 AM","7/3/22","P3Admin",8500,9.04793908261736,"B1"
"121","M7",96,"Mated",331,60400,"3B","1 in 1","","8:42 AM","7/3/22","P3Admin",30200,10.3156303153975,"B1"
"122","M8",96,"Mated",181,33000,"3B","1 in 1","","8:42 AM","7/3/22","P3Admin",16500,9.7111762641128,"B1"
"123","M9",96,"Mated",389,180000,"3C","1 in 1","","8:42 AM","7/3/22","P3Admin",90000,11.4075760603618,"B1"
"124","M10",96,"Mated",12,240,"W","1 in 1","M ","8:41 AM","7/3/22","P3Admin",120,4.79579054559674,"B1"
"125","M11",96,"Mated",262,47800,"3B","1 in 1","","8:41 AM","7/3/22","P3Admin",23900,10.0816755780485,"B1"
"126","M12",96,"Mated",206,95400,"3C","1 in 1","E ","8:40 AM","7/3/22","P3Admin",47700,10.7727076410173,"B1"
"127","M13",96,"Mated",25,500,"W","1 in 1","M E ","8:39 AM","7/3/22","P3Admin",250,5.52545293913178,"B1"
"128","M14",96,"Mated",22,440,"W","1 in 1","M ","8:38 AM","7/3/22","P3Admin",220,5.39816270151775,"B1"
"129","V12",0,"I120M",3,60,"W","1 in 1","M ","12:18 PM","7/11/22","P3Admin",30,3.43398720448515,"B2"
"130","V11",0,"I120M",217,7230,"4B","1 in 1","","12:18 PM","7/11/22","P3Admin",3615,8.19312372151207,"B2"
"131","V10",0,"I120M",1,20,"W","1 in 1","M ","12:18 PM","7/11/22","P3Admin",10,2.39789527279837,"B2"
"132","V9",0,"I120M",205,94900,"3C","1 in 1","","12:17 PM","7/11/22","P3Admin",47450,10.7674528786316,"B2"
"133","V8",0,"I120M",190,34700,"3B","1 in 1","","12:17 PM","7/11/22","P3Admin",17350,9.76140542060167,"B2"
"134","V7",0,"I120M",202,6730,"4B","1 in 1","","12:17 PM","7/11/22","P3Admin",3365,8.12148037475075,"B2"
"135","V6",0,"I120M",267,8900,"4B","1 in 1","","12:17 PM","7/11/22","P3Admin",4450,8.40088406901585,"B2"
"136","V5",0,"I120M",281,26600,"3A","1 in 1","","12:16 PM","7/11/22","P3Admin",13300,9.4955944993533,"B2"
"137","V4",0,"I120M",0,0,"","1 in 1","T","12:16 PM","7/11/22","P3Admin",0,0,"B2"
"138","V3",0,"I120M",236,109000,"3C","1 in 1","","12:16 PM","7/11/22","P3Admin",54500,10.9059743291069,"B2"
"139","V2",0,"I120M",199,6630,"4B","1 in 1","","12:16 PM","7/11/22","P3Admin",3315,8.10651451625519,"B2"
"140","V1",0,"I120M",0,0,"W","1 in 1","M ","12:15 PM","7/11/22","P3Admin",0,0,"B2"
"142","V14",24,"Unmated",334,155000,"3C","1 in 1","","10:56 AM","7/12/22","P3Admin",77500,11.258046118484,"B2"
"143","V13",24,"Unmated",185,10100,"4C","1 in 1","","10:55 AM","7/12/22","P3Admin",5050,8.52734152246805,"B2"
"144","V12",24,"Unmated",104,2080,"W","1 in 1","","10:55 AM","7/12/22","P3Admin",1040,6.94793706861497,"B2"
"145","V11",24,"Unmated",166,30300,"3B","1 in 1","","10:55 AM","7/12/22","P3Admin",15150,9.62582181535983,"B2"
"146","V10",24,"Unmated",198,91700,"3C","1 in 1","","10:54 AM","7/12/22","P3Admin",45850,10.7331522876976,"B2"
"147","V9",24,"Unmated",166,76900,"3C","1 in 1","","10:54 AM","7/12/22","P3Admin",38450,10.5571399823979,"B2"
"148","V8",24,"Unmated",12,240,"W","1 in 1","M ","10:54 AM","7/12/22","P3Admin",120,4.79579054559674,"B2"
"149","V7",24,"Unmated",231,107000,"3C","1 in 1","","10:54 AM","7/12/22","P3Admin",53500,10.8874556242982,"B2"
"150","V6",24,"Unmated",56,1120,"W","1 in 1","","10:53 AM","7/12/22","P3Admin",560,6.3297209055227,"B2"
"151","V5",24,"Unmated",58,1160,"W","1 in 1","E ","10:53 AM","7/12/22","P3Admin",580,6.36475075685191,"B2"
"152","V3",24,"Unmated",169,16000,"3A","1 in 1","","10:52 AM","7/12/22","P3Admin",8000,8.98732181285012,"B2"
"153","V2",24,"Unmated",171,31200,"3B","1 in 1","","10:52 AM","7/12/22","P3Admin",15600,9.65509029374725,"B2"
"154","V1",24,"Unmated",216,39400,"3B","1 in 1","","10:52 AM","7/12/22","P3Admin",19700,9.88842467485908,"B2"
"155","M16",24,"Mated",201,93100,"3C","1 in 1","","10:51 AM","7/12/22","P3Admin",46550,10.7483037647516,"B2"
"156","M15",24,"Mated",1,20,"W","1 in 1","M ","10:51 AM","7/12/22","P3Admin",10,2.39789527279837,"B2"
"157","M14",24,"Mated",0,0,"","1 in 1","Z ","10:50 AM","7/12/22","P3Admin",0,0,"B2"
"158","M13",24,"Mated",295,137000,"3C","1 in 1","","10:50 AM","7/12/22","P3Admin",68500,11.1346036226839,"B2"
"159","M12",24,"Mated",187,34100,"3B","1 in 1","","10:50 AM","7/12/22","P3Admin",17050,9.74396413201815,"B2"
"160","M11",24,"Mated",310,56600,"3B","1 in 1","","10:50 AM","7/12/22","P3Admin",28300,10.2506524186961,"B2"
"161","M10",24,"Mated",3,60,"W","1 in 1","M ","10:49 AM","7/12/22","P3Admin",30,3.43398720448515,"B2"
"162","M9",24,"Mated",280,130000,"3C","1 in 1","","10:49 AM","7/12/22","P3Admin",65000,11.0821579333748,"B2"
"163","M8",24,"Mated",226,7530,"4B","1 in 1","","10:49 AM","7/12/22","P3Admin",3765,8.2337687092171,"B2"
"164","M7",24,"Mated",3,60,"W","1 in 1","M ","10:49 AM","7/12/22","P3Admin",30,3.43398720448515,"B2"
"165","M6",24,"Mated",171,16200,"3A","1 in 1","","10:48 AM","7/12/22","P3Admin",8100,8.99974278983049,"B2"
"166","M5",24,"Mated",22,440,"W","1 in 1","M ","10:48 AM","7/12/22","P3Admin",220,5.39816270151775,"B2"
"167","M4",24,"Mated",1,20,"W","1 in 1","M ","10:47 AM","7/12/22","P3Admin",10,2.39789527279837,"B2"
"168","M3",24,"Mated",169,5630,"4B","1 in 1","","10:47 AM","7/12/22","P3Admin",2815,7.94307271727793,"B2"
"169","M2",24,"Mated",27,540,"W","1 in 1","M ","10:47 AM","7/12/22","P3Admin",270,5.6021188208797,"B2"
"170","M1",24,"Mated",39,780,"W","1 in 1","","10:46 AM","7/12/22","P3Admin",390,5.96870755998537,"B2"
"172","M16",48,"Mated",174,80600,"3C","1 in 1","","10:52 AM","7/13/22","P3Admin",40300,10.6041315615227,"B2"
"173","M15",48,"Mated",0,0,"","1 in 1","Z ","10:52 AM","7/13/22","P3Admin",0,0,"B2"
"174","M14",48,"Mated",161,15200,"3A","1 in 1","","10:52 AM","7/13/22","P3Admin",7600,8.93603509656604,"B2"
"175","M13",48,"Mated",5,100,"W","1 in 1","M ","10:52 AM","7/13/22","P3Admin",50,3.93182563272433,"B2"
"176","M12",48,"Mated",0,0,"","1 in 1","Z ","10:51 AM","7/13/22","P3Admin",0,0,"B2"
"177","M11",48,"Mated",354,64600,"3B","1 in 1","","10:51 AM","7/13/22","P3Admin",32300,10.3828534684838,"B2"
"178","M10",48,"Mated",0,0,"","1 in 1","Z ","10:51 AM","7/13/22","P3Admin",0,0,"B2"
"179","M9",48,"Mated",0,0,"","1 in 1","Z ","10:51 AM","7/13/22","P3Admin",0,0,"B2"
"180","M8",48,"Mated",248,13600,"4C","1 in 1","","10:50 AM","7/13/22","P3Admin",6800,8.82482493917564,"B2"
"181","M7",48,"Mated",185,17500,"3A","1 in 1","","10:50 AM","7/13/22","P3Admin",8750,9.07692325853583,"B2"
"182","M6",48,"Mated",206,95400,"3C","1 in 1","","10:50 AM","7/13/22","P3Admin",47700,10.7727076410173,"B2"
"183","M5",48,"Mated",177,5900,"4B","1 in 1","","10:50 AM","7/13/22","P3Admin",2950,7.98989937494294,"B2"
"184","M4",48,"Mated",60,1200,"W","1 in 1","","10:49 AM","7/13/22","P3Admin",600,6.39859493453521,"B2"
"185","M3",48,"Mated",38,760,"W","1 in 1","","10:49 AM","7/13/22","P3Admin",380,5.9427993751267,"B2"
"186","M2",48,"Mated",2,40,"W","1 in 1","M ","10:49 AM","7/13/22","P3Admin",20,3.04452243772342,"B2"
"187","M1",48,"Mated",195,6500,"4B","1 in 1","","10:48 AM","7/13/22","P3Admin",3250,8.08671792030391,"B2"
"188","V14",48,"Unmated",5,100,"W","1 in 1","M ","10:48 AM","7/13/22","P3Admin",50,3.93182563272433,"B2"
"189","V13",48,"Unmated",358,65300,"3B","1 in 1","","10:48 AM","7/13/22","P3Admin",32650,10.3936307621069,"B2"
"190","V12",48,"Unmated",462,214000,"3C","1 in 1","","10:47 AM","7/13/22","P3Admin",107000,11.5805934591948,"B2"
"191","V11",48,"Unmated",182,33200,"3B","1 in 1","","10:47 AM","7/13/22","P3Admin",16600,9.71721821349408,"B2"
"192","V10",48,"Unmated",186,86100,"3C","1 in 1","","10:47 AM","7/13/22","P3Admin",43050,10.6701407383898,"B2"
"193","V9",48,"Unmated",200,36500,"3B","1 in 1","","10:47 AM","7/13/22","P3Admin",18250,9.81197515203002,"B2"
"194","V8",48,"Unmated",157,3140,"W","1 in 1","","10:46 AM","7/13/22","P3Admin",1570,7.35946763825562,"B2"
"195","V7",48,"Unmated",259,120000,"3C","1 in 1","","10:46 AM","7/13/22","P3Admin",60000,11.002116507732,"B2"
"196","V6",48,"Unmated",346,63100,"3B","1 in 1","","10:46 AM","7/13/22","P3Admin",31550,10.3593605631881,"B2"
"197","V5",48,"Unmated",87,1740,"W","1 in 1","","10:45 AM","7/13/22","P3Admin",870,6.7696419768525,"B2"
"198","V4",48,"Unmated",2,40,"W","1 in 1","M ","10:45 AM","7/13/22","P3Admin",20,3.04452243772342,"B2"
"199","V3",48,"Unmated",208,38000,"3B","1 in 1","","10:45 AM","7/13/22","P3Admin",19000,9.85224688834253,"B2"
"200","V2",48,"Unmated",240,8000,"4B","1 in 1","","10:45 AM","7/13/22","P3Admin",4000,8.29429960885724,"B2"
"201","V1",48,"Unmated",263,14400,"4C","1 in 1","","10:44 AM","7/13/22","P3Admin",7200,8.88197518424887,"B2"
"202","M17",72,"Mated",229,41800,"3B","1 in 1","","9:43 AM","7/14/22","P3Admin",20900,9.94755228369823,"B2"
"203","M16",72,"Mated",22,440,"W","1 in 1","M ","9:43 AM","7/14/22","P3Admin",220,5.39816270151775,"B2"
"204","M15",72,"Mated",165,5500,"4B","1 in 1","","9:42 AM","7/14/22","P3Admin",2750,7.91971976092457,"B2"
"205","M14",72,"Mated",5,100,"W","1 in 1","M ","9:42 AM","7/14/22","P3Admin",50,3.93182563272433,"B2"
"206","M13",72,"Mated",150,3000,"W","1 in 1","","9:42 AM","7/14/22","P3Admin",1500,7.31388683163346,"B2"
"207","M12",72,"Mated",213,98600,"3C","1 in 1","","9:42 AM","7/14/22","P3Admin",49300,10.8056996438007,"B2"
"208","M11",72,"Mated",223,4460,"4A","1 in 1","","9:41 AM","7/14/22","P3Admin",2230,7.71020519443253,"B2"
"209","M10",72,"Mated",0,0,"","1 in 1","Z ","9:41 AM","7/14/22","P3Admin",0,0,"B2"
"210","M9",72,"Mated",231,107000,"3C","1 in 1","","9:41 AM","7/14/22","P3Admin",53500,10.8874556242982,"B2"
"211","M8",72,"Mated",0,0,"","1 in 1","Z ","9:41 AM","7/14/22","P3Admin",0,0,"B2"
"212","M7",72,"Mated",0,0,"","1 in 1","Z ","9:40 AM","7/14/22","P3Admin",0,0,"B2"
"213","M6",72,"Mated",196,90700,"3C","1 in 1","","9:40 AM","7/14/22","P3Admin",45350,10.7221875060168,"B2"
"214","M5",72,"Mated",2,40,"W","1 in 1","M ","9:40 AM","7/14/22","P3Admin",20,3.04452243772342,"B2"
